id	enrichment	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_bonferroni	p_holm	p_sidak	ANs_study	ANs_pop
Hydrogen ion transport	p	1.4	1.6	0.89	16	1125	18	1125	0.863	263	148	257	P00830,P05030,P05626,P07251,P09457,P16140,P17255,P22203,P30902,P31412,P32563,P38077,P39111,P41807,P48836,Q06405	P00830,P05030,P05626,P07251,P09457,P16140,P17255,P19657,P21306,P22203,P25515,P30902,P31412,P32366,P32563,P32610,P32842,P37296,P38077,P39111,P41807,P48836,P81449,P81450,P81451,Q06405,Q06497,Q12165,Q12233,Q12349,Q3E7B6
Sterol biosynthesis	p	0.7	0.8	0.89	8	1125	9	1125	1	305	165	297	P12684,P25087,P29704,P32353,P32377,P32462,P53199,P54839	P07277,P10614,P12683,P12684,P15496,P16603,P24521,P25087,P25340,P29704,P32352,P32353,P32377,P32462,P35843,P35844,P40030,P53045,P53199,P54781,P54839,Q06321
Steroid metabolism	p	0.7	0.8	0.89	8	1125	9	1125	1	305	165	297	P12684,P25087,P29704,P32353,P32377,P32462,P53199,P54839	P07277,P10614,P12683,P12684,P15496,P16603,P24521,P25087,P25340,P29704,P32352,P32353,P32377,P32462,P35843,P35844,P40030,P53045,P53199,P54781,P54839,Q06321
Methionine biosynthesis	p	0.7	0.8	0.89	8	1125	9	1125	1	305	165	297	P05694,P06106,P07245,P08465,P09440,P13663,P31116,Q02196	P05694,P06106,P07245,P08465,P08536,P09440,P13663,P15807,P18408,P31116,P32626,P36150,P39014,P39692,P47095,P47164,P47169,P53101,Q02196,Q03677,Q04533,Q06489,Q08985,Q12198,Q12525
Steroid biosynthesis	p	0.7	0.8	0.89	8	1125	9	1125	1	305	165	297	P12684,P25087,P29704,P32353,P32377,P32462,P53199,P54839	P07277,P10614,P12683,P12684,P15496,P16603,P24521,P25087,P25340,P29704,P32352,P32353,P32377,P32462,P35843,P35844,P38604,P40030,P53045,P53199,P54781,P54839,Q06321,Q12452
Sterol metabolism	p	0.7	0.8	0.89	8	1125	9	1125	1	305	165	297	P12684,P25087,P29704,P32353,P32377,P32462,P53199,P54839	P07277,P10614,P12683,P12684,P15496,P16603,P24521,P25087,P25340,P29704,P32352,P32353,P32377,P32462,P35843,P35844,P40030,P53045,P53199,P54781,P54839,Q06321
Isomerase	p	1.8	2.0	0.87	20	1125	23	1125	0.759	231	146	226	P00942,P00950,P06786,P07283,P12709,P14832,P17967,P25719,P29952,P33322,P37012,P38086,P38911,P40545,P46969,P53691,Q06205,Q08647,Q12189,Q12211	P00912,P00942,P00950,P04786,P06786,P07283,P11986,P12709,P14832,P15496,P17967,P20081,P22696,P23285,P25334,P25719,P29952,P31115,P32178,P32352,P32472,P32474,P33322,P33401,P35176,P36069,P37012,P38086,P38604,P38628,P38765,P38911,P40165,P40454,P40545,P40557,P46969,P47103,P48567,P53294,P53691,P53728,Q02207,Q02770,Q03161,Q03262,Q05871,Q06205,Q06489,Q08647,Q12008,Q12069,Q12189,Q12211,Q12326,Q12362,Q12404,Q12461,Q99316
Initiation factor	p	1.2	1.4	0.87	14	1125	16	1125	0.855	261	148	254	P06634,P07260,P09064,P10081,P32497,P34167,P38249,P38431,P39730,P39935,P53235,Q03195,Q04067,Q05775	P06103,P06634,P07260,P09032,P09064,P10081,P12754,P12962,P14741,P20459,P24784,P25038,P32481,P32497,P32501,P32502,P34167,P38249,P38431,P38912,P39730,P39935,P39936,P40217,P53235,Q03195,Q04067,Q05775,Q12522
Ribosomal protein	p	7.3	8.4	0.86	82	1125	95	1125	0.347	106	88.9	103	P02406,P02407,P04449,P04456,P05317,P05737,P05738,P05739,P05740,P05744,P05747,P05748,P05749,P05750,P05755,P05756,P05759,P07280,P0C0T4,P0C0W9,P0C2H6,P0C2H8,P0CX23,P0CX25,P0CX29,P0CX31,P0CX33,P0CX35,P0CX37,P0CX39,P0CX41,P0CX43,P0CX45,P0CX47,P0CX49,P0CX53,P0CX55,P0CX84,P10664,P12687,P14120,P14126,P17076,P17558,P19955,P22354,P23248,P25443,P26321,P26783,P26784,P26785,P29453,P33442,P35997,P36534,P38701,P38754,P39938,P40212,P40525,P41057,P41058,P41805,P46784,P46990,P47089,P48164,P48589,P49166,P49167,P53163,P53221,P53875,Q01163,Q01855,Q02326,Q02753,Q02950,Q03799,Q12672,Q3E754	O13516,O14455,O75012,P02381,P02400,P02406,P02407,P04449,P04456,P04650,P05317,P05318,P05319,P05737,P05738,P05739,P05740,P05743,P05744,P05745,P05747,P05748,P05749,P05750,P05755,P05756,P05759,P06367,P07280,P0C0T4,P0C0V8,P0C0W9,P0C2H6,P0C2H8,P0C2H9,P0CX23,P0CX25,P0CX27,P0CX29,P0CX31,P0CX33,P0CX35,P0CX37,P0CX39,P0CX41,P0CX43,P0CX45,P0CX47,P0CX49,P0CX51,P0CX53,P0CX55,P0CX82,P0CX84,P10622,P10662,P10663,P10664,P12686,P12687,P14063,P14120,P14126,P17076,P17558,P19955,P19956,P20084,P21771,P22353,P22354,P23248,P23369,P24000,P25443,P25626,P25642,P26321,P26783,P26784,P26785,P26786,P27929,P28778,P29453,P31334,P32387,P32388,P32611,P32902,P32904,P32905,P33442,P33759,P35996,P35997,P36056,P36105,P36516,P36517,P36519,P36520,P36521,P36523,P36525,P36526,P36527,P36528,P36531,P36532,P36533,P36534,P38061,P38064,P38120,P38175,P38701,P38754,P39516,P39938,P39939,P40033,P40212,P40496,P40525,P40858,P41056,P41057,P41058,P41805,P42847,P46654,P46784,P46990,P47089,P47141,P47150,P48164,P48589,P49166,P49167,P49626,P51401,P51402,P51998,P53163,P53221,P53292,P53305,P53724,P53732,P53733,P53875,P53881,P53937,P54780,P56628,Q01163,Q01855,Q02204,Q02326,Q02608,Q02753,Q02950,Q03201,Q03246,Q03430,Q03799,Q03976,Q04599,Q06090,Q06678,Q12213,Q12487,Q12672,Q12690,Q3E754,Q3E7X9,Q3E7Y3
Redox-active center	p	1.1	1.2	0.86	12	1125	14	1125	0.844	257	149	251	P09624,P17695,P17967,P22217,P25372,P29509,P34227,P34760,P38013,P40553,P40581,P41921	P09624,P17695,P17967,P22217,P22803,P25372,P25373,P25566,P29509,P32474,P32642,P34227,P34760,P36046,P38013,P38816,P40553,P40557,P40581,P41921,Q02784,Q03103,Q03835,Q04120,Q05926,Q12404,Q99316
Palmitate	p	0.5	0.6	0.86	6	1125	7	1125	1	305	165	297	P01120,P01123,P23292,P36015,P36149,P39968	P01119,P01120,P01123,P06781,P08539,P10823,P18852,P23291,P23292,P25349,P25376,P31109,P31377,P33328,P36015,P36090,P36149,P39962,P39968,P42836,P53139,Q02205,Q03322,Q06147,Q07800,Q07949,Q12003,Q12006,Q12246
Carbohydrate metabolism	p	0.5	0.6	0.86	6	1125	7	1125	1	305	165	297	P06738,P11412,P36136,P37012,P46969,Q06350	P04387,P06738,P06782,P11412,P12904,P13045,P24814,P25332,P27705,P29029,P32598,P33401,P36135,P36136,P37012,P38628,P39113,P40038,P40186,P40530,P41818,P42826,P46969,P53124,P53170,Q03262,Q06350,Q08966
Potassium	p	0.5	0.6	0.86	6	1125	7	1125	1	305	165	297	P00549,P10659,P19358,P41338,P50094,P50095	P00549,P10659,P19358,P38254,P38329,P38697,P40165,P40309,P40474,P41338,P50094,P50095,P52489,Q04121,Q12396
Glutamine amidotransferase	p	0.5	0.6	0.86	6	1125	7	1125	1	305	165	297	P00937,P14742,P28274,P38625,P38972,P49089	P00937,P04046,P14742,P28274,P33734,P37254,P38625,P38627,P38972,P49089,P49090,P53871,Q04489,Q12288,Q12680
ATP synthesis	p	0.5	0.6	0.86	6	1125	7	1125	1	305	165	297	P00830,P07251,P09457,P30902,P38077,Q06405	P00830,P07251,P09457,P21306,P30902,P38077,P81449,P81450,P81451,Q06405,Q12165,Q12233,Q12349
Cytoskeleton	p	2.3	2.8	0.84	26	1125	31	1125	0.592	181	131	176	P02994,P06787,P15891,P17536,P21576,P25343,P25369,P32380,P32504,P32521,P33322,P35691,P38198,P40457,P47117,P48606,P53148,P53168,P53267,P53865,P60010,Q02647,Q03048,Q05933,Q06449,Q06685	P02557,P02994,P06704,P06787,P07274,P09733,P09734,P11709,P13517,P15891,P17119,P17121,P17536,P17555,P21576,P22204,P25343,P25369,P25386,P27636,P27895,P28742,P29366,P32336,P32364,P32380,P32381,P32500,P32504,P32521,P32526,P32790,P32793,P33204,P33322,P33338,P33419,P35691,P35734,P36006,P36022,P36094,P36131,P36162,P36224,P37370,P38198,P38328,P38785,P38822,P38863,P39013,P39723,P39743,P39904,P39937,P39940,P39946,P39969,P40013,P40414,P40457,P40484,P40494,P40518,P40559,P40563,P40960,P41832,P43638,P46670,P46675,P46680,P47068,P47069,P47117,P48606,P50942,P53086,P53148,P53159,P53168,P53250,P53267,P53281,P53378,P53540,P53731,P53865,P53886,P53892,P53904,P53933,P53974,P60010,P69850,P69851,Q02647,Q03048,Q03954,Q04431,Q04439,Q04949,Q05080,Q05933,Q06449,Q06604,Q06616,Q06648,Q06685,Q06688,Q08581,Q08641,Q08873,Q12045,Q12248,Q12365,Q12386,Q3E7Y6
Lipid biosynthesis	p	1.7	2.0	0.83	19	1125	23	1125	0.641	195	137	191	P05374,P07149,P08524,P12684,P17898,P19097,P21147,P21957,P25087,P29704,P32353,P32377,P32462,P32463,P33333,P38071,P53199,P54839,Q00955	P05374,P06197,P07149,P07277,P08456,P08524,P10614,P11986,P12683,P12684,P13259,P15496,P16603,P17898,P19097,P20485,P21147,P21957,P22140,P24521,P25087,P25340,P25358,P25578,P26798,P28496,P29704,P32352,P32353,P32377,P32462,P32463,P32567,P32784,P32874,P33333,P33412,P35843,P35844,P36148,P38071,P38221,P38226,P38286,P38604,P38703,P38812,P38992,P39006,P39525,P39540,P40030,P40319,P53012,P53037,P53045,P53199,P54781,P54839,Q00955,Q03529,Q03579,Q03764,Q06321,Q08202,Q08548,Q08650,Q12283,Q12385,Q12452,Q99190
Mitosis	p	0.9	1.1	0.83	10	1125	12	1125	0.831	253	148	247	P09798,P33309,P33322,P36047,P38198,P47037,P53168,P53267,Q03790,Q05166	P00546,P04821,P06243,P06704,P07834,P07866,P09798,P11709,P14724,P16664,P16892,P20604,P21827,P23748,P24276,P24868,P27636,P27895,P28742,P32325,P32336,P32338,P32598,P32908,P33307,P33309,P33322,P33895,P35734,P36047,P36131,P36162,P38042,P38170,P38198,P38265,P38274,P38313,P38987,P38989,P39731,P39946,P40013,P40014,P40090,P40460,P40473,P40541,P40568,P40577,P40957,P40958,P42835,P43563,P47035,P47037,P47112,P47149,P47167,P48561,P50623,P53068,P53168,P53267,P53298,P53632,P53886,P53892,P53901,P53924,P69850,P69851,Q00684,Q02732,Q03790,Q03954,Q04264,Q04477,Q04601,Q05080,Q05166,Q06156,Q06675,Q06680,Q06819,Q08581,Q08683,Q12107,Q12143,Q12158,Q12196,Q12248,Q12262,Q12267,Q12440,Q12493
Copper	p	0.4	0.5	0.83	5	1125	6	1125	1	305	165	297	P00445,P38636,P40202,P49573,Q12287	P00401,P00410,P00445,P15315,P19516,P23833,P32791,P36064,P38072,P38636,P38993,P38995,P40202,P43561,P49573,Q12034,Q12287,Q12333,Q12753,Q3E7A4
Glycosidase	p	0.4	0.5	0.83	5	1125	6	1125	1	305	165	297	P12887,P31378,P32356,P38158,Q06350	P00724,P0CW40,P12887,P15703,P22855,P23776,P29029,P31378,P32356,P32906,P35172,P36091,P36135,P38081,P38138,P38158,P38888,P40566,P48016,P52911,P53008,P53051,P53301,P53334,P53397,P53753,Q04179,Q04951,Q05031,Q06350,Q06625,Q12205
GTP-binding	p	2.2	2.8	0.81	25	1125	31	1125	0.499	152	117	148	P01120,P01123,P02994,P05453,P07560,P11076,P18562,P20424,P21576,P25039,P32324,P32457,P32468,P32939,P36018,P38116,P38431,P39730,P40010,P41940,P53598,P53742,P80210,Q02892,Q99287	P01119,P01120,P01123,P02557,P02992,P02994,P05453,P06780,P06781,P07560,P08539,P09733,P09734,P10823,P11076,P13856,P18562,P19073,P19146,P20424,P20606,P21576,P25038,P25039,P25342,P25378,P32266,P32324,P32457,P32458,P32468,P32481,P32769,P32835,P32836,P32916,P32939,P36017,P36018,P36048,P36057,P38066,P38116,P38146,P38297,P38431,P38555,P38746,P38860,P38987,P39677,P39722,P39729,P39730,P40010,P40994,P41940,P42942,P47122,P48559,P51601,P51996,P53145,P53215,P53290,P53295,P53378,P53598,P53742,P53879,P53893,P54861,P80210,Q00245,Q00246,Q00582,Q01159,Q02804,Q02892,Q03151,Q06543,Q07657,Q08491,Q08726,Q99260,Q99287
Lipid droplet	p	0.4	0.4	0.80	4	1125	5	1125	1	305	165	297	P38139,P53252,P53860,Q06508	P28321,P28625,P34163,P36090,P36139,P36165,P38139,P38226,P38604,P40308,P40471,P53252,P53860,P56508,Q06508,Q07804,Q08448,Q08650,Q08651,Q12043,Q12063,Q12452
Aminopeptidase	p	0.4	0.4	0.80	4	1125	5	1125	1	305	165	297	P32454,P37302,P37898,Q01662	P14904,P18962,P32454,P33894,P37302,P37898,P38174,P38821,P40051,P40462,Q01662,Q04033,Q07825,Q08225
Respiratory chain	p	0.4	0.4	0.80	4	1125	5	1125	1	305	165	297	P00044,P07256,P07257,P32463	P00044,P00045,P00127,P00128,P00175,P00401,P00410,P07143,P07256,P07257,P08067,P08525,P32463,P37299
Translocation	p	1.2	1.6	0.78	14	1125	18	1125	0.594	181	131	177	P14907,P20449,P20676,P32499,P36147,P39705,P40069,P42949,P49687,Q01852,Q02776,Q03790,Q05166,Q07914	O74700,P06704,P14907,P20449,P20676,P21825,P32499,P32500,P32830,P32897,P32915,P33755,P34077,P35179,P35729,P36046,P36147,P36161,P38181,P38217,P38353,P39515,P39685,P39705,P40064,P40066,P40069,P40368,P40477,P42949,P46673,P47045,P47054,P48837,P49334,P49686,P49687,P52593,P52870,P52871,P52891,P53011,P53067,P53112,P53220,P53299,P57744,P87108,Q01852,Q02199,Q02629,Q02630,Q02774,Q02776,Q03790,Q04175,Q04491,Q04839,Q05166,Q06142,Q07914,Q08199,Q12144,Q12164,Q12315,Q12328,Q12445,Q6WNK7
Prenylation	p	0.6	0.8	0.78	7	1125	9	1125	0.803	245	148	239	P01120,P01123,P07560,P25491,P32939,P36015,P36018	P01119,P01120,P01123,P06780,P06781,P07560,P13856,P18852,P19073,P25349,P25378,P25491,P32939,P34226,P36015,P36017,P36018,P38146,P38555,P48559,P51996,P53879,Q00245,Q00246,Q07418,Q99260
Transport	p	11.2	14.5	0.77	126	1125	163	1125	0.0232	7.07	6.58	6.89	P00044,P00830,P01123,P04147,P04710,P04840,P05030,P05626,P07251,P07256,P07257,P07560,P09457,P11076,P13587,P14832,P14906,P14907,P16140,P17255,P17695,P18239,P20449,P20676,P21147,P22203,P22217,P24280,P25297,P25365,P25371,P25372,P25491,P25694,P30822,P30902,P31412,P31787,P32074,P32463,P32499,P32563,P32602,P32901,P32939,P33302,P33331,P33891,P34237,P35723,P36018,P36036,P36147,P36149,P38077,P38087,P38116,P38153,P38199,P38264,P38636,P38695,P38879,P38988,P39004,P39109,P39111,P39517,P39705,P39715,P39986,P40010,P40069,P40312,P40517,P41807,P41810,P41811,P41920,P42940,P42949,P43586,P43621,P46956,P47008,P47019,P48360,P48836,P49573,P49687,P53079,P53192,P53313,P53622,P53860,P69771,Q00711,Q01852,Q01926,Q02201,Q02455,Q02642,Q02647,Q02776,Q02821,Q02908,Q03195,Q03280,Q03790,Q04013,Q05166,Q06338,Q06405,Q06631,Q06671,Q06704,Q07478,Q07540,Q07878,Q07914,Q08822,Q08972,Q12114,Q12154,Q12408,Q12480	O74700,P00044,P00045,P00127,P00128,P00175,P00401,P00410,P00830,P01123,P04147,P04710,P04817,P04840,P05030,P05626,P06704,P06775,P07143,P07251,P07256,P07257,P07560,P08067,P08525,P09457,P10566,P11075,P11076,P11655,P12866,P12868,P13181,P13586,P13587,P14693,P14772,P14832,P14904,P14906,P14907,P15303,P16140,P16151,P17064,P17065,P17255,P17695,P18239,P18759,P19146,P19524,P19657,P19658,P20107,P20449,P20606,P20676,P20795,P21147,P21306,P21801,P21825,P21827,P22203,P22213,P22214,P22215,P22217,P22219,P22224,P22543,P22803,P22804,P23500,P23585,P23641,P23644,P23900,P24280,P25297,P25303,P25341,P25365,P25371,P25372,P25373,P25376,P25385,P25386,P25491,P25515,P25566,P25604,P25613,P25694,P27351,P27514,P27801,P28791,P30605,P30619,P30822,P30902,P31377,P31381,P31412,P31787,P32074,P32319,P32331,P32332,P32337,P32366,P32386,P32463,P32466,P32467,P32487,P32492,P32499,P32500,P32563,P32568,P32601,P32602,P32610,P32660,P32767,P32791,P32796,P32798,P32802,P32803,P32830,P32835,P32836,P32842,P32844,P32855,P32893,P32897,P32901,P32907,P32913,P32915,P32939,P33302,P33303,P33307,P33310,P33311,P33331,P33332,P33418,P33421,P33448,P33754,P33755,P33891,P34077,P34078,P34110,P34160,P34230,P34232,P34237,P34240,P34758,P35056,P35179,P35180,P35181,P35193,P35197,P35723,P35729,P35845,P36000,P36017,P36018,P36029,P36035,P36036,P36046,P36062,P36068,P36095,P36108,P36122,P36147,P36149,P36161,P37020,P37296,P37298,P37299,P38065,P38077,P38084,P38085,P38087,P38116,P38127,P38146,P38153,P38164,P38166,P38181,P38182,P38196,P38199,P38206,P38217,P38225,P38247,P38261,P38264,P38272,P38273,P38310,P38318,P38329,P38334,P38353,P38355,P38356,P38361,P38555,P38636,P38682,P38695,P38700,P38713,P38736,P38742,P38750,P38753,P38755,P38758,P38759,P38770,P38778,P38810,P38814,P38817,P38819,P38843,P38861,P38862,P38869,P38879,P38929,P38932,P38959,P38968,P38988,P38993,P38995,P39003,P39004,P39108,P39109,P39111,P39515,P39517,P39526,P39531,P39535,P39542,P39543,P39552,P39685,P39692,P39702,P39704,P39705,P39715,P39719,P39727,P39742,P39904,P39923,P39929,P39946,P39958,P39980,P39986,P40010,P40017,P40035,P40056,P40064,P40066,P40069,P40071,P40074,P40080,P40087,P40088,P40094,P40107,P40155,P40309,P40312,P40314,P40335,P40344,P40357,P40368,P40416,P40438,P40474,P40477,P40478,P40482,P40501,P40509,P40516,P40517,P40527,P40559,P40955,P40959,P40988,P40994,P41544,P41807,P41810,P41811,P41834,P41909,P41920,P42223,P42839,P42844,P42935,P42939,P42940,P42949,P43561,P43571,P43586,P43601,P43621,P43682,P46673,P46674,P46682,P46944,P46956,P46970,P46989,P47008,P47019,P47045,P47054,P47057,P47061,P47064,P47082,P47104,P47123,P47142,P47160,P47170,P47818,P48360,P48415,P48563,P48582,P48813,P48836,P48837,P49334,P49573,P49686,P49687,P50077,P50110,P50111,P50276,P50942,P50944,P51996,P52593,P52870,P52871,P52891,P52917,P53011,P53039,P53049,P53067,P53079,P53104,P53107,P53109,P53112,P53121,P53129,P53142,P53145,P53146,P53154,P53174,P53192,P53195,P53220,P53241,P53257,P53271,P53285,P53290,P53299,P53311,P53313,P53320,P53322,P53388,P53507,P53600,P53604,P53622,P53739,P53746,P53843,P53844,P53845,P53847,P53853,P53855,P53860,P53867,P53903,P53918,P53932,P53951,P53953,P53959,P53969,P54837,P57744,P69771,P80235,P80667,P80967,P81449,P81450,P81451,P87108,P89102,Q00381,Q00582,Q00711,Q00776,Q01590,Q01852,Q01896,Q01926,Q02199,Q02201,Q02205,Q02455,Q02629,Q02630,Q02642,Q02647,Q02767,Q02774,Q02776,Q02785,Q02804,Q02821,Q02887,Q02908,Q02932,Q02948,Q03028,Q03103,Q03195,Q03212,Q03218,Q03280,Q03308,Q03322,Q03337,Q03390,Q03455,Q03516,Q03529,Q03660,Q03697,Q03760,Q03769,Q03784,Q03790,Q03818,Q03897,Q03921,Q03944,Q03956,Q04013,Q04053,Q04121,Q04175,Q04182,Q04183,Q04272,Q04301,Q04322,Q04338,Q04370,Q04373,Q04410,Q04412,Q04491,Q04562,Q04602,Q04632,Q04651,Q04839,Q04991,Q05029,Q05166,Q05359,Q05926,Q05934,Q06096,Q06142,Q06143,Q06245,Q06263,Q06321,Q06328,Q06336,Q06338,Q06385,Q06405,Q06451,Q06497,Q06538,Q06628,Q06631,Q06671,Q06696,Q06704,Q06705,Q06706,Q06708,Q06815,Q07395,Q07451,Q07468,Q07478,Q07528,Q07532,Q07534,Q07540,Q07878,Q07914,Q08144,Q08176,Q08199,Q08227,Q08231,Q08234,Q08268,Q08269,Q08281,Q08299,Q08754,Q08822,Q08826,Q08831,Q08906,Q08908,Q08920,Q08951,Q08967,Q08970,Q08972,Q08986,Q12010,Q12015,Q12016,Q12028,Q12029,Q12051,Q12071,Q12078,Q12092,Q12114,Q12125,Q12142,Q12144,Q12154,Q12164,Q12165,Q12184,Q12191,Q12200,Q12207,Q12209,Q12233,Q12234,Q12251,Q12271,Q12289,Q12292,Q12315,Q12324,Q12328,Q12333,Q12344,Q12349,Q12359,Q12372,Q12375,Q12382,Q12396,Q12403,Q12407,Q12408,Q12445,Q12450,Q12451,Q12473,Q12480,Q12482,Q12483,Q12520,Q12527,Q12675,Q12745,Q3E7B6,Q3E834,Q6WNK7,Q92331,Q99176,Q99186,Q99257,Q99260,Q99271,Q99288,Q99297,Q99385,Q99394
Protease	p	2.1	2.8	0.77	24	1125	31	1125	0.413	126	102	123	P0C2I9,P10507,P11914,P21243,P22141,P25037,P25375,P25451,P32379,P32454,P32571,P32898,P36775,P37302,P37898,P38624,P39925,P43588,P43616,Q01476,Q01662,Q02724,Q03434,Q03792	O13535,P00729,P07267,P09232,P09620,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P10507,P11914,P13134,P14904,P15367,P18962,P21242,P21243,P22141,P23638,P23639,P23724,P25037,P25043,P25375,P25451,P27614,P28627,P30656,P30657,P32329,P32379,P32454,P32571,P32795,P32898,P33894,P34248,P35127,P35999,P36163,P36775,P37302,P37898,P38109,P38149,P38174,P38187,P38237,P38244,P38624,P38821,P38836,P39538,P39925,P39944,P39967,P40051,P40302,P40303,P40341,P40453,P40462,P40483,P40537,P40851,P43558,P43588,P43593,P43616,P47002,P47098,P47100,P47154,P49018,P50101,P50102,P53379,P53722,P53867,P53874,P53920,Q01476,Q01477,Q01532,Q01662,Q02724,Q02863,Q03434,Q03792,Q03862,Q04033,Q04214,Q04471,Q05902,Q06010,Q06325,Q07825,Q08225,Q08601,Q08693,Q10740,Q12112,Q12270,Q12273,Q12337,Q12414,Q12468,Q12490,Q99337
Ion transport	p	2.0	2.6	0.76	22	1125	29	1125	0.396	121	98.9	118	P00830,P04840,P05030,P05626,P07251,P09457,P13587,P16140,P17255,P22203,P30902,P31412,P32563,P38077,P38636,P39111,P41807,P48836,P49573,Q01926,Q06405,Q07540	P00830,P04840,P05030,P05626,P07251,P09457,P13586,P13587,P16140,P17255,P19657,P20107,P21306,P22203,P23644,P25515,P25613,P30902,P31412,P32366,P32386,P32563,P32610,P32791,P32802,P32842,P32907,P34240,P37020,P37296,P38077,P38310,P38329,P38636,P38929,P38993,P38995,P39111,P39980,P40071,P40088,P40309,P40416,P40474,P40478,P40988,P41807,P42839,P43561,P48836,P49573,P50077,P53109,P53746,P81449,P81450,P81451,Q01896,Q01926,Q03218,Q03455,Q03516,Q04121,Q04562,Q06405,Q06497,Q06538,Q07540,Q08299,Q08906,Q08908,Q08970,Q12029,Q12078,Q12165,Q12209,Q12233,Q12324,Q12333,Q12349,Q12359,Q12473,Q3E7B6,Q99271,Q99385
ER-Golgi transport	p	1.4	1.9	0.76	16	1125	21	1125	0.508	155	116	151	P01123,P11076,P25365,P32074,P32602,P33891,P35723,P36149,P38116,P41810,P41811,P43621,P53192,P53622,Q06631,Q12154	P01123,P11076,P11655,P15303,P18759,P19146,P20606,P22214,P22804,P25365,P25385,P28791,P32074,P32602,P32803,P33891,P35723,P36149,P38116,P38334,P38736,P38810,P38819,P38968,P39552,P39704,P39727,P40056,P40482,P40509,P40994,P41810,P41811,P41834,P43621,P48415,P53039,P53146,P53174,P53192,P53600,P53622,P53845,P53847,P53953,P54837,Q03337,Q03784,Q04322,Q04410,Q04491,Q04651,Q05359,Q06631,Q07451,Q12125,Q12154,Q12191,Q12234,Q12344,Q12382,Q12403,Q12450,Q12745,Q3E834,Q99394
Lipid metabolism	p	2.1	2.8	0.75	24	1125	32	1125	0.344	105	88.3	102	P05374,P07149,P08524,P12684,P17898,P19097,P21147,P21957,P25087,P29704,P30624,P32353,P32377,P32462,P32463,P33333,P38071,P38139,P39002,P40970,P53199,P54839,Q00955,Q06508	P05374,P06197,P07149,P07277,P08456,P08524,P10614,P11986,P12683,P12684,P13259,P13711,P15496,P16603,P17898,P19097,P20485,P21147,P21957,P22140,P24521,P25045,P25087,P25340,P25358,P25578,P25641,P26798,P27796,P28496,P29704,P30624,P32352,P32353,P32377,P32462,P32463,P32567,P32784,P32796,P32874,P33333,P33412,P34163,P35843,P35844,P36107,P36115,P36126,P36148,P36165,P38071,P38139,P38221,P38226,P38286,P38342,P38604,P38703,P38812,P38992,P39002,P39006,P39105,P39518,P39525,P39540,P40009,P40015,P40017,P40030,P40308,P40319,P40559,P40970,P41734,P47013,P47912,P50942,P53012,P53037,P53045,P53118,P53199,P53933,P54781,P54839,P80235,Q00955,Q02207,Q02883,Q03529,Q03579,Q03674,Q03764,Q04093,Q04958,Q05567,Q05871,Q06058,Q06147,Q06321,Q06346,Q06508,Q06705,Q07804,Q07950,Q08202,Q08448,Q08548,Q08650,Q08959,Q12043,Q12200,Q12204,Q12246,Q12283,Q12354,Q12385,Q12442,Q12452,Q99190
GTPase activation	p	0.5	0.7	0.75	6	1125	8	1125	0.79	241	148	235	P20424,P25365,P39960,P40517,P41920,Q12434	P11655,P11745,P17121,P18963,P19158,P20424,P25365,P32806,P32864,P32873,P33314,P35197,P35688,P38339,P38682,P39011,P39083,P39958,P39960,P40517,P40529,P41920,P43556,P43570,P48365,P48566,P53107,P53258,Q02866,Q04322,Q04412,Q06407,Q08484,Q12344,Q12434
Pyruvate	p	0.3	0.4	0.75	3	1125	4	1125	1	305	165	297	P00549,P16387,P32473	P00549,P16387,P21182,P32473,P39006,P52489,P53037
Nonsense-mediated mRNA decay	p	0.3	0.4	0.75	3	1125	4	1125	1	305	165	297	P22147,P24783,Q99383	P22147,P24783,P30771,P34160,P48412,P53080,P53550,Q08491,Q08920,Q12123,Q12517,Q99383
Calmodulin-binding	p	0.3	0.4	0.75	3	1125	4	1125	1	305	165	297	P17891,P32589,P32590	P14747,P17891,P19524,P22517,P23287,P27466,P32492,P32589,P32590,P38623
Motor protein	p	0.3	0.4	0.75	3	1125	4	1125	1	305	165	297	P21576,P53141,Q02647	P08964,P17119,P19524,P21576,P27895,P28742,P32364,P32492,P36006,P36022,P53086,P53141,P54861,Q02647,Q04439,Q04949,Q06580
CF(0)	p	0.3	0.4	0.75	3	1125	4	1125	1	305	165	297	P05626,P30902,Q06405	P05626,P30902,P81449,P81450,P81451,Q06405,Q12233,Q12349
Phospholipid metabolism	p	0.4	0.6	0.71	5	1125	7	1125	0.774	236	148	230	P05374,P17898,P21957,P33333,Q06508	P05374,P06197,P08456,P11986,P13259,P17898,P20485,P21957,P22140,P25578,P26798,P32784,P33333,P33412,P36148,P38221,P38226,P38812,P39006,P53012,P53037,Q02883,Q03764,Q06508,Q06705,Q08202,Q08548,Q12385
Rotamase	p	0.4	0.6	0.71	5	1125	7	1125	0.774	236	148	230	P14832,P25719,P38911,P53691,Q06205	P14832,P20081,P22696,P23285,P25334,P25719,P32472,P35176,P38911,P40454,P47103,P53691,P53728,Q02770,Q06205,Q12461
